#Parameters = {phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
68.392800000000	-20.461311796830
68.414400000000	-20.513207404484
68.436000000000	-20.565430976342
68.457600000000	-20.617986485702
68.479200000000	-20.670877979586
68.500800000000	-20.724109580577
68.522400000000	-20.777685488714
68.544000000000	-20.831609983449
68.565600000000	-20.885887425657
68.587200000000	-20.940522259720
68.608800000000	-20.995519015676
68.630400000000	-21.050882311432
68.652000000000	-21.106616855056
68.673600000000	-21.162727447140
68.695200000000	-21.219218983240
68.716800000000	-21.276096456404
68.738400000000	-21.333364959774
68.760000000000	-21.391029689287
68.781600000000	-21.449095946454
68.803200000000	-21.507569141249
68.824800000000	-21.566454795087
68.846400000000	-21.625758543905
68.868000000000	-21.685486141357
68.889600000000	-21.745643462116
68.911200000000	-21.806236505291
68.932800000000	-21.867271397973
68.954400000000	-21.928754398898
68.976000000000	-21.990691902253
68.997600000000	-22.053090441611
69.019200000000	-22.115956694013
69.040800000000	-22.179297484207
69.062400000000	-22.243119789032
69.084000000000	-22.307430741980
69.105600000000	-22.372237637916
69.127200000000	-22.437547937990
69.148800000000	-22.503369274730
69.170400000000	-22.569709457333
69.192000000000	-22.636576477160
69.213600000000	-22.703978513453
69.235200000000	-22.771923939270
69.256800000000	-22.840421327658
69.278400000000	-22.909479458079
69.300000000000	-22.979107323091
69.321600000000	-23.049314135301
69.343200000000	-23.120109334610
69.364800000000	-23.191502595749
69.386400000000	-23.263503836139
69.408000000000	-23.336123224081
69.429600000000	-23.409371187285
69.451200000000	-23.483258421780
69.472800000000	-23.557795901197
69.494400000000	-23.632994886461
69.516000000000	-23.708866935916
69.537600000000	-23.785423915888
69.559200000000	-23.862678011730
69.580800000000	-23.940641739365
69.602400000000	-24.019327957354
69.624000000000	-24.098749879519
69.645600000000	-24.178921088157
69.667200000000	-24.259855547871
69.688800000000	-24.341567620052
69.710400000000	-24.424072078065
69.732000000000	-24.507384123155
69.753600000000	-24.591519401138
69.775200000000	-24.676494019907
69.796800000000	-24.762324567813
69.818400000000	-24.849028132970
69.840000000000	-24.936622323532
69.861600000000	-25.025125289015
69.883200000000	-25.114555742724
69.904800000000	-25.204932985349
69.926400000000	-25.296276929811
69.948000000000	-25.388608127435
69.969600000000	-25.481947795538
69.991200000000	-25.576317846522
70.012800000000	-25.671740918571
70.034400000000	-25.768240408068
70.056000000000	-25.865840503833
70.077600000000	-25.964566223327
70.099200000000	-26.064443450935
70.120800000000	-26.165498978492
70.142400000000	-26.267760548211
70.164000000000	-26.371256898165
70.185600000000	-26.476017810532
70.207200000000	-26.582074162802
70.228800000000	-26.689457982150
70.250400000000	-26.798202503231
70.272000000000	-26.908342229657
70.293600000000	-27.019912999427
